siren,denomination,naf_code,effectif,ville,anciennete,taux_chomage,croissance_pib,target_defaut
057816522,SOC DE NEGOCE COURTAGE COOPERATION MEDIT,61.1B,,MARSEILLE 2,69,,,0
057816738,BOULANGERIE PATISSERIE PARADIS,15.8C,,MARSEILLE 9EME,69,,,0
057817264,FROJO,47.77Z,20-49,MARSEILLE,69,,,0
057817637,SOLICO ENTREPRISE GEN BATIMENT,,,MARSEILLE 1,126,,,0
057817728,SUD REAB,43.99C,,MARSEILLE 3,34,,,1
057818452,MANDINE,46.48Z,3-5,MARSEILLE,69,,,0
057818957,SUD AUTOS SPECIALISTES,50.3A,,MARSEILLE,69,,,0
057819716,ESCLAPRIM,00.97,,MARSEILLE 8,126,,,0
057819781,ENTREPRISES FERNANDEZ,00.97,,MARSEILLE 6,126,,,0
057820029,COOP TECHNICIENS ET OUVR REUNI,55.40,,MARSEILLE 9,126,,,0
057820185,SOCIETE DE CONSTRUCTIONS MASSILIA,81.21,,MARSEILLE,69,,,0
057820201,MAGNETIC,47.41Z,,MARSEILLE 1,69,,,0
057820201,MAGNETIC,47.41Z,,MARSEILLE 1,69,,,0
057820201,MAGNETIC,47.41Z,,MARSEILLE 6,69,,,0
057820771,ASSURANCES LA PROVIDENCE,00.97,,MARSEILLE 6,126,,,0
057821175,ATELIERS MECANIQUES DE MENPENTI,68.32A,,MARSEILLE,69,,,0
057821233,SA LE LAIT MONTANA,57.05,,MARSEILLE 8,69,,,0
057821290,SEMOULERIE FRANCO ALGERIENNE,00.98,,MARSEILLE 1,126,,,0
058503376,PUBLICIS MEDITERRANEE,74.4B,,MARSEILLE 1,68,,,0
058700774,,67.04,,MARSEILLE,126,,,0
058703638,,00.97,,MARSEILLE,126,,,0
058704107,,93.0B,,MARSEILLE,126,,,0
058704370,,00.97,,MARSEILLE,126,,,0
058704933,,62.11,,MARSEILLE,68,,,0
058705138,,64.42,,MARSEILLE,68,,,0
058706292,,93.0D,,MARSEILLE,68,,,0
058710492,,64.11,,MARSEILLE,68,,,0
058711839,,81.21,,MARSEILLE,126,,,0
058712902,,38.40,,MARSEILLE,126,,,0
058713637,,81.21,,MARSEILLE 9EME,126,,,0
058715079,,60.07,,MARSEILLE,126,,,0
058717158,,70.2C,,MARSEILLE,68,,,0
058718263,,52.2C,,MARSEILLE,68,,,0
058719055,,62.44,,MARSEILLE,126,,,0
058719261,,64.11,,MARSEILLE,68,,,0
058722794,,55.72,,MARSEILLE,126,,,0
058723719,,71.3G,,MARSEILLE,68,,,0
058724626,,00.97,,MARSEILLE,68,,,0
058725300,,00.97,,MARSEILLE 6,126,,,0
058726332,,00.97,,MARSEILLE,126,,,0
058731241,,62.11,,MARSEILLE,126,,,0
058731993,,62.41,,MARSEILLE,126,,,0
058732090,,00.97,,MARSEILLE,126,,,0
058732579,,62.43,,MARSEILLE,126,,,0
058733999,,00.97,,MARSEILLE,126,,,0
058734294,,00.97,,MARSEILLE,126,,,0
058738238,,81.21,,MARSEILLE,126,,,0
058738873,,64.11,,MARSEILLE,126,,,0
058738907,,15.8D,,MARSEILLE,68,,,0
058741158,,64.22,,MARSEILLE,68,,,0
058741596,,,,MARSEILLE,126,,,0
058744640,,00.97,,MARSEILLE,126,,,0
058744913,,62.41,,MARSEILLE,126,,,0
058745720,,00.97,,MARSEILLE,126,,,0
058746934,,52.4Z,,MARSEILLE,68,,,0
058748229,,69.12,,MARSEILLE,68,,,0
058748385,,00.97,,MARSEILLE 1,126,,,0
058748971,,69.25,,MARSEILLE,126,,,0
058749011,,87.01,,MARSEILLE,126,,,0
058749284,,55.72,,MARSEILLE 14,126,,,0
058751629,,00.97,,MARSEILLE,126,,,0
058751728,,62.43,,MARSEILLE,126,,,0
058800301,ETABLISSEMENTS ALBERT ET FILS,43.22A,6-9,MARSEILLE,68,,,0
058800749,ETABLISSEMENTS RENAUD ET COMPAGNIE,47.51Z,,MARSEILLE,68,,,0
058801028,CHARLEY TAVERNE,00.97,,MARSEILLE 1,126,,,0
058801127,DENIZON FILS,50.3B,,MARSEILLE,68,,,0
058801283,SOCIETE ANONYME COOPERATIVE D'INTERET COLLECTIF POUR L'ACCESSION A LA PROPRIETE DE PROVENCE - SACICAP DE PROVENCE,41.10A,1-2,MARSEILLE 6EME,68,,,0
058801879,DE LEUSSE ET CIE,66.22Z,3-5,MARSEILLE,68,,,0
058802075,AGLOMEX,15.08,,MARSEILLE,68,,,0
058802265,TOUBON S A R L,00.97,,MARSEILLE 6,126,,,0
058802331,PHOCEENNE DE CONFECTION,47.01,,MARSEILLE 1,126,,,0
058802398,BONNAFFOUS ET FILS CHARCUTERIE,15.1F,,MARSEILLE 4,68,,,0
058802406,SOCIETE FINANCIERE IMMOBILIERE ET FONCIERE,68.20A,,MARSEILLE,68,,,0
058802547,MOULAGE GENERAL MERIDIONAL,46.49Z,20-49,MARSEILLE,68,,,0
058803008,SYNDICAT INDUSTRIE MEUNIERE,94.12Z,,MARSEILLE,31,,,0
058803776,ETABLISSEMENTS KLEIN ET ESTIENNE,60.07,,MARSEILLE 2EME,68,,,0
058804584,PIZZERIA DU MARCHE,56.10A,,MARSEILLE,68,,,0
058805763,LA RESIDENCE,00.97,,MARSEILLE 6,126,,,0
058805813,AUTO SERVICE REPARATION,45.11Z,,AIX-EN-PROVENCE,68,,,0
058805920,VALMANTE IMMOBILIER,00.97,,MARSEILLE 6,126,,,0
058806118,SOCIETE PELLETAGE HYDRAULIQUE,00.97,,MARSEILLE 10,126,,,0
058806514,SOCIETE PHOCEENNE D'ABATTAGE,00.97,,MARSEILLE 7,126,,,0
058806944,SNC TYRAN ALBERT PIERRE REINE,64.44,,MARSEILLE 1,68,,,0
058807355,CABINET DAVSO,00.98,,MARSEILLE 1,126,,,0
058807413,SARL O MONACO,56.30Z,3-5,MARSEILLE,68,,,0
058807447,STATION PUGET,50.5Z,,MARSEILLE 6,68,,,0
058807868,MAISON DE LA DEGUSTATION,56.10A,,MARSEILLE,68,,,0
058808312,LE MIRAMAR LA VRAIE BOUILLABAISSE,56.10A,20-49,MARSEILLE,68,,,0
058808502,ETS D AURIA,46.42Z,3-5,MARSEILLE,126,,,1
058809658,JOSTE S A R L,00.97,,MARSEILLE 6,126,,,0
058809898,ETABLISSEMENTS CABUS ET RAULOT,46.69A,,MARSEILLE 15,68,,,0
058809948,SOC TECHNIQUE DE LA RADIO,29.14,,MARSEILLE 12,126,,,0
058809989,INTERNATIONAL TRAVEL SERVICE,74.03,,MARSEILLE 7,126,,,0
058810490,IMPRIMERIE CALENDAL,22.2C,,MARSEILLE 1,68,,,0
058811043,EDITIONS PUGET,51.12,,MARSEILLE 6,68,,,0
058811084,LOUIS BERNARD ET SES FILS,46.31Z,6-9,MARSEILLE 14EME,68,,,0
058811803,SOC MARSEILLAISE IMPORT EXPORT,00.0Z,,MARSEILLE 12,68,,,0
058811936,HOTEL DES ARTS ET DU LEMAN,67.08,,MARSEILLE 1,126,,,0
058812041,GRACAY ET COMPAGNIE,74.01,,MARSEILLE 2,68,,,0
058812165,PARFUMERIE YVONNE,47.75Z,,MARSEILLE 2,68,,,0
058812173,ETABL TURRON,43.91B,10-19,MARSEILLE,68,,,1
058812652,SOCIETE HOTELIERE DU PALM BEACH,55.10Z,100-199,MARSEILLE,68,,,0
058812942,SMTN BOUCAUD,96.01B,10-19,MARSEILLE,68,,,0
058812942,SMTN BOUCAUD,96.01B,10-19,MARSEILLE,68,,,0
058812991,PAULINE CONSTRUCT,00.97,,MARSEILLE 10,126,,,0
058813353,SOCIETE MENUISERIE BATIMENT,43.32A,1-2,MARSEILLE,68,,,0
058813478,ORIENT HOTEL SARL,00.97,,MARSEILLE 1,126,,,0
059701755,,81.11,,MARSEILLE,67,,,0
059702084,PELLET NOEL ET JEAN,52.1B,,MARSEILLE 1,126,,,0
059705061,,81.21,,MARSEILLE,126,,,0
059705756,,62.11,,MARSEILLE 10,126,,,0
059706796,,64.11,,MARSEILLE,126,,,0
059708974,,64.14,,MARSEILLE,67,,,0
059709808,,62.11,,MARSEILLE,126,,,0
059713123,,36.2C,,MARSEILLE,126,,,0
059713529,,00.97,,MARSEILLE,126,,,0
059714865,,64.21,,MARSEILLE,67,,,0
059715235,,64.21,,MARSEILLE,126,,,0
059716415,,87.03,,MARSEILLE,126,,,0
059716472,,64.24,,MARSEILLE,126,,,0
059718759,,64.45,,MARSEILLE,126,,,0
059719765,,62.11,,MARSEILLE,126,,,0
059720292,,81.21,,MARSEILLE,126,,,0
059721712,,64.12,,MARSEILLE,126,,,0
059722215,,81.21,,MARSEILLE,126,,,0
059722363,,68.20B,,MARSEILLE,67,,,0
059722413,,64.30,,MARSEILLE 15EME,126,,,0
059724419,,00.97,,MARSEILLE,126,,,0
059725218,,00.97,,MARSEILLE,126,,,0
059725705,,52.4C,,MARSEILLE,126,,,0
059725861,,52.4C,,MARSEILLE,38,,,0
059728071,,81.11,,MARSEILLE,67,,,0
059728691,,00.97,,MARSEILLE,126,,,0
059729061,,00.97,,MARSEILLE,126,,,0
059729467,,00.97,,MARSEILLE,126,,,0
059730804,,00.97,,MARSEILLE,126,,,0
059731414,,64.22,,MARSEILLE,126,,,0
059732123,,51.12,,MARSEILLE,126,,,0
059732313,,81.21,,MARSEILLE,126,,,0
059732420,,69.11,,MARSEILLE,126,,,0
059733014,,62.41,,MARSEILLE,126,,,0
059733808,,81.21,,MARSEILLE,126,,,0
059734384,,67.04,,MARSEILLE,126,,,0
059735357,,00.97,,MARSEILLE,126,,,0
059735647,,00.97,,MARSEILLE,126,,,0
059736744,,00.97,,MARSEILLE,126,,,0
059736769,,47.04,,MARSEILLE,126,,,0
059737866,,62.43,,MARSEILLE,126,,,0
059739326,,62.44,,MARSEILLE,126,,,0
059739342,,62.42,,MARSEILLE,126,,,0
059743294,,64.42,,MARSEILLE,44,,,0
059743559,,00.97,,MARSEILLE,126,,,0
059744128,,63.4C,,MARSEILLE,67,,,0
059744649,,64.24,,MARSEILLE,67,,,0
059745240,,62.45,,MARSEILLE,126,,,0
059745620,,63.05,,MARSEILLE,126,,,0
059746073,,57.07,,MARSEILLE,126,,,0
059746735,,64.11,,MARSEILLE,126,,,0
059746982,,64.43,,MARSEILLE,126,,,0
059748053,,67.01,,MARSEILLE,67,,,0
059748475,,55.60,,MARSEILLE,126,,,0
059748566,,52.4C,,MARSEILLE,67,,,0
059748624,,77.10,,MARSEILLE,126,,,0
059750158,,79.04,,MARSEILLE,126,,,0
059750406,,52.1B,,MARSEILLE,67,,,0
059750828,,51.5F,,MARSEILLE,67,,,0
059751966,,00.97,,MARSEILLE 15,126,,,0
059752329,,00.97,,MARSEILLE,126,,,0
059753855,,00.97,,MARSEILLE,126,,,0
059800136,SOC PROVENC ETUDE CONSTR ELECT,28.21,,MARSEILLE 9,126,,,0
059800243,SARL VINCENT RANERI,46.31Z,,MARSEILLE 14EME,67,,,0
059800540,IMPRIMERIE GRIGNAN,18.12Z,,MARSEILLE 15,67,,,0
059801167,STE NOUVELLE DES TRANSPORTS POUSSE,00.97,,MARSEILLE 4,126,,,0
059801530,SOCIETE CINEMATOGRAPHIQUE LUCINE,00.97,,MARSEILLE 3,126,,,0
059801563,RECUPER METALLURGIQUE ORINIER,56.01,,MARSEILLE 15,126,,,0
059802512,LE GRAND LARGE,55.1A,,MARSEILLE,67,,,0
059802603,MICROSILLON I6 33 45 VTE DISQU,64.25,,MARSEILLE 6,126,,,0
059802835,SA IMMOBILIERE ECONOMIE MIXTE BOURSE,79.02,,MARSEILLE 1,67,,,0
059803171,KAROUTCHI POLLUX SARL,52.1B,,MARSEILLE 6,67,,,0
059803353,SOCIETE D'AGENCES GENERALES,00.97,,MARSEILLE 2,126,,,0
059803577,SOCIETE ANGELINI ET CATOT TESSAR,52.4L,,MARSEILLE 1,67,,,0
059803668,CARROSSERIE DUBOST,50.2Z,,MARSEILLE 6,67,,,0
059804062,REGIE DES TRANSPORTS METROPOLITAINS,49.31Z,2000-4999,MARSEILLE,67,,,1
059804104,ECHANGES ET TRANSPORTS INTERNATIONAUX,50.1Z,,MARSEILLE,67,,,0
059804112,MORCRETTE EQUIPEMENT,46.69C,20-49,AIX-EN-PROVENCE,37,,,0
059804260,TOUBAPRIX,64.21,,MARSEILLE,126,,,0
059804328,LA TRICOTEUSE,64.11,,MARSEILLE 6,67,,,0
059804484,SOCIETE COOPERATIVE OUVRIERE MANUTENTION,52.24A,10-19,MARSEILLE,67,,,0
059804922,FABRICATION M T,00.98,,MARSEILLE 1,126,,,0
059805077,ASSISTANCE ET DEFENSE AUTOMOBILE,77.08,,MARSEILLE 1,126,,,1
059805770,CODEFA-PRIMEURS,46.31Z,,MARSEILLE 8,126,,,0
059805960,SOC PHOCEENNE APPAREILLAGES ELECTRIQUES,58.04,,MARSEILLE 15,67,,,0
059806380,BILLARD CLUB DE PROVENCE,86.09,,MARSEILLE 1,126,,,0
059806778,MERIDIONALE DE BIJOUTERIE,00.98,,MARSEILLE 1,126,,,0
059807289,SA ST BARNABE PLAISANCE,79.03,,MARSEILLE 8,126,,,0
059807370,TROUSSEL,46.49Z,,MARSEILLE 14,42,,,0
060700200,,00.97,,MARSEILLE,126,,,0
060700648,,62.11,,MARSEILLE,66,,,0
060701455,,52.4L,,MARSEILLE,66,,,0
060702313,,64.21,,MARSEILLE,66,,,0
060702990,,38.40,,MARSEILLE,126,,,0
060703212,,00.97,,MARSEILLE,126,,,0
060705183,,47.04,,MARSEILLE,126,,,0
060705548,,62.11,,MARSEILLE,66,,,0
060706116,,52.4Z,,MARSEILLE,66,,,0
060706397,,38.40,,MARSEILLE,126,,,0
060706652,,00.97,,MARSEILLE,126,,,0
060707387,,68.20B,,MARSEILLE,66,,,0
060707858,,00.97,,MARSEILLE 7,126,,,0
060709086,,00.97,,MARSEILLE,126,,,0
060710290,,55.3A,,MARSEILLE,66,,,0
060710498,,81.21,,MARSEILLE,126,,,0
060711462,,64.30,,MARSEILLE,66,,,0
060712320,,00.97,,MARSEILLE,126,,,0
060712635,,69.12,,MARSEILLE,126,,,0
060713732,,38.10,,MARSEILLE,126,,,0
060714433,,64.30,,MARSEILLE,126,,,0
060714458,,00.97,,MARSEILLE 9EME,126,,,0
060715513,,00.97,,MARSEILLE 6,126,,,0
060715919,,00.97,,MARSEILLE,126,,,0
060718863,,64.48,,MARSEILLE 1,126,,,0
060719358,,00.97,,MARSEILLE,126,,,0
060719895,,69.12,,MARSEILLE,126,,,0
060722667,,38.40,,MARSEILLE,66,,,0
060722758,,00.97,,MARSEILLE,126,,,0
060723301,,00.10,,MARSEILLE,126,,,0
060723798,,69.25,,MARSEILLE 10,126,,,0
060725132,,64.45,,MARSEILLE,126,,,0
060725678,,69.23,,MARSEILLE,126,,,0
060726361,,52.4N,,MARSEILLE,66,,,0
060726536,,52.4N,,MARSEILLE,44,,,0
060727013,,64.30,,MARSEILLE,66,,,0
060727096,,00.97,,MARSEILLE,126,,,0
060728037,,00.97,,MARSEILLE,126,,,0
060728615,,57.03,,MARSEILLE,126,,,0
060729340,,64.23,,MARSEILLE,126,,,0
060729530,,70.2C,,MARSEILLE,66,,,0
060730165,,52.4H,,MARSEILLE,66,,,0
060730454,,00.97,,MARSEILLE 1,126,,,0
060730512,,70.2C,,MARSEILLE,66,,,0
060730611,,64.44,,MARSEILLE,126,,,0
060731718,,55.4B,,MARSEILLE,66,,,0
060731759,,,,MARSEILLE,126,,,0
060732237,,52.4C,,MARSEILLE,66,,,0
060733813,,85.1K,,MARSEILLE,46,,,0
060734100,,62.11,,MARSEILLE,66,,,0
060735602,,65.06,,MARSEILLE,126,,,0
060737715,,00.97,,MARSEILLE,126,,,0
060738259,,64.49,,MARSEILLE,126,,,0
060738408,,32.05,,MARSEILLE,126,,,0
060738945,,81.11,,MARSEILLE,126,,,0
060739521,,62.11,,MARSEILLE,66,,,0
060741311,,00.97,,MARSEILLE,126,,,0
060742780,,51.1N,,MARSEILLE 2EME,66,,,0
060745676,,69.11,,MARSEILLE,66,,,0
060747482,,64.44,,MARSEILLE,126,,,0
060748316,,00.97,,MARSEILLE,126,,,0
060748944,,56.02,,MARSEILLE,66,,,0
060748977,,00.97,,MARSEILLE 10,126,,,0
060749181,,63.05,,MARSEILLE,66,,,0
060749579,,64.49,,MARSEILLE,126,,,0
060800109,OPTIQUE MARITIME DE FRANCE SAMBRONI ET CIE,33.13Z,6-9,MARSEILLE 2EME,66,,,0
060800208,SOCIETE FRANCAISE DE SPECTACLES,00.97,,MARSEILLE 6,126,,,0
060800414,WIGGINS FRANCE,66.22Z,1-2,MARSEILLE,66,,,0
060800679,ENTREPRISE DE TRANSPORTS SILVIO DE LUCA,60.2L,,MARSEILLE,66,,,0
060800745,MAROQUINERIE PHOCEENNE CRI-CRI,64.13,,MARSEILLE,66,,,0
060800810,CHAUSSURE CLAUDE,52.4E,,MARSEILLE 6,66,,,0
060800927,SAMPER S A,00.97,,MARSEILLE 9,126,,,0
060801354,LES CAVES SAINT JOSEPH,00.97,,MARSEILLE 14,126,,,0
060801388,ENTREPRISE H. REINIER,81.29B,2000-4999,MARSEILLE,66,,,0
060801727,CENTRALE DES BOISSONS,15.9T,,AIX-EN-PROVENCE,66,,,0
060801792,SOLDANI ENTREPRISE,00.97,,MARSEILLE 2,126,,,0
060802113,BETON CHANTIERS PROVENCE,26.6E,,MARSEILLE 14,66,,,0
060802113,BETON CHANTIERS PROVENCE,26.6E,,MARSEILLE 2,66,,,0
060802113,BETON CHANTIERS PROVENCE,26.6E,,MARSEILLE 10,66,,,0
060802337,ENTREPRISE PROVENCALE DE CAMIONNAGE,60.2L,,MARSEILLE,66,,,0
060803012,EUROCUIR,51.2G,,MARSEILLE 2,66,,,0
060803061,SOCIETE IMMOBILIERE PARADIS BRETEUIL,00.97,,MARSEILLE 6,126,,,0
060803186,DAOUD ET CIE,55.4A,,MARSEILLE 2,66,,,0
060803335,SODEXAL,43.22A,20-49,MARSEILLE,66,,,0
060803806,VAUTELET DE BERNARD,00.97,,MARSEILLE 3,126,,,0
060804085,MARSEILLE TIR,63.1E,,MARSEILLE 15,66,,,0
060804119,DUPLAIN ET QUARONE,67.05,,MARSEILLE,66,,,0
060804804,MEUBLES LABE,47.59A,,MARSEILLE,66,,,0
060805272,STE FRANCAISE TERRE,00.97,,MARSEILLE 6,126,,,1
060805306,FRANCO ALGER PROD SOL,00.97,,MARSEILLE 2,126,,,0
060805439,TYPO REX,18.12Z,,MARSEILLE 14,66,,,0
060806262,CEMIEUX - DEFAUT,96.09Z,1-2,MARSEILLE,66,,,0
060806411,SNC BAR-TABAC DE PONT-DE-VIVAUX,56.30Z,,MARSEILLE,66,,,0
060806460,SOCIETE DE DISTRIBUTION GANTEAUME,56.10A,3-5,MARSEILLE,66,,,0
061700613,,60.07,,MARSEILLE 14,126,,,0
061701025,,52.4N,,MARSEILLE,65,,,0
061701033,,64.43,,MARSEILLE,126,,,0
061702239,,64.49,,MARSEILLE,126,,,0
061702296,,51.12,,MARSEILLE,65,,,0
061702544,,52.6D,,MARSEILLE,42,,,0
061703393,,70.2C,,MARSEILLE,65,,,0
061704300,,64.49,,MARSEILLE,65,,,0
061706065,,68.20B,,MARSEILLE,65,,,0
061706636,,00.97,,MARSEILLE,126,,,0
061706743,,00.97,,MARSEILLE,126,,,0
061707634,,67.01,,MARSEILLE,65,,,0
061707725,,00.97,,MARSEILLE,126,,,0
061709689,,00.97,,MARSEILLE 2,126,,,0
061710844,,69.11,,MARSEILLE,126,,,0
061710992,,67.05,,MARSEILLE,126,,,0
061711560,,38.40,,MARSEILLE,62,,,0
061711701,,00.97,,MARSEILLE,126,,,0
061712097,,38.40,,MARSEILLE,126,,,0
061712311,,70.2A,,MARSEILLE,65,,,0
061712477,,00.97,,MARSEILLE,126,,,0
061712998,,59.10,,MARSEILLE,65,,,0
061713558,,00.97,,MARSEILLE,126,,,0
061714275,,00.97,,MARSEILLE,126,,,0
061714465,,55.72,,MARSEILLE,126,,,0
061714887,,62.41,,MARSEILLE,126,,,0
061715678,,38.50,,MARSEILLE,65,,,0
061716262,,62.45,,MARSEILLE 13EME,65,,,0
061717195,,64.25,,MARSEILLE,65,,,0
061717617,,64.11,,MARSEILLE,126,,,0
061718334,,52.1B,,MARSEILLE,65,,,0
061720371,,00.97,,MARSEILLE,126,,,0
061720793,,69.11,,MARSEILLE,126,,,0
061720942,,55.40,,MARSEILLE,126,,,0
061721015,,52.2A,,MARSEILLE,65,,,0
061721205,,00.97,,MARSEILLE,126,,,0
061722526,,00.97,,MARSEILLE,126,,,0
061722682,,00.97,,MARSEILLE,126,,,0
061722823,,00.97,,MARSEILLE,126,,,0
061723664,,87.06,,MARSEILLE,65,,,0
061725131,,38.40,,MARSEILLE,65,,,0
061725164,,00.97,,MARSEILLE 13EME,126,,,0
061725511,,62.11,,MARSEILLE,126,,,0
061726162,,38.40,,MARSEILLE,65,,,0
061726816,,62.41,,MARSEILLE,65,,,0
061729117,,62.11,,MARSEILLE,65,,,0
061729158,,58.08,,MARSEILLE,126,,,0
061729307,,38.50,,MARSEILLE,43,,,0
061730628,,62.11,,MARSEILLE,126,,,0
061730701,,00.97,,MARSEILLE,126,,,0
061731063,,78.02,,MARSEILLE,65,,,0
061735338,,64.43,,MARSEILLE,65,,,0
061735460,,00.97,,MARSEILLE 13,126,,,0
061735627,,00.97,,MARSEILLE,126,,,0
061735924,,62.11,,MARSEILLE,126,,,0
061735940,,62.11,,MARSEILLE,65,,,0
061737433,,62.44,,MARSEILLE,126,,,0
061800033,GERIN CIE TRANSITAIRE MARITIME,74.01,,MARSEILLE 15,126,,,0
061800264,S A R L SIVMA,00.97,,MARSEILLE 9,126,,,0
061800330,SARL IMMOBILIERE VIEUX PORT GALERES,68.32B,,MARSEILLE,65,,,0
061800363,CHEMISERIE A ET LAINE JEAN,64.11,,MARSEILLE,65,,,0
061800371,ORGAN GESTION IMMOB,00.97,,MARSEILLE 9,126,,,0
061800447,BARTHELEMY SUD,68.20B,,MARSEILLE,65,,,0
061800538,FOURNIL DES TROIS BASTIDES,10.71C,10-19,MARSEILLE,65,,,0
061800595,PROVENCE MATERIEL BATIMENT,00.97,,MARSEILLE 11,126,,,0
061801064,ETABLISSEMENTS AGNESE ET COMPAGNIE,58.11,,MARSEILLE 8,65,,,0
061801908,MARSEILLAISE ANDRE BAHU COUDRAY ET CIE,67.1C,,MARSEILLE 1,126,,,0
061801965,TARRAZI ET RECOING,78.02,,MARSEILLE 6,65,,,0
061802179,V. ET E. FRANDJI VIDAL MINIMES,70.2C,,MARSEILLE 6EME,65,,,0
061802773,AICHA TAPIS MARSEILLE,51.4S,,MARSEILLE,65,,,0
061803086,EUROP COURTAGE ASSURANCES,78.02,,MARSEILLE 1,126,,,0
061804936,SCHEP S A,00.97,,MARSEILLE 4,126,,,0
062701099,,64.46,,MARSEILLE,64,,,0
062702345,,64.42,,MARSEILLE,126,,,0
062702741,,00.97,,MARSEILLE,126,,,0
062702857,,69.23,,MARSEILLE,126,,,0
062703426,,70.2C,,MARSEILLE,61,,,0
062703541,,00.97,,MARSEILLE 9,126,,,0
062704143,,00.97,,MARSEILLE,126,,,0
062705157,,64.45,,MARSEILLE,126,,,0
062707674,,68.20B,,AIX-EN-PROVENCE,64,,,0
062707922,,00.10,,MARSEILLE,126,,,0
062710033,,00.97,,MARSEILLE,126,,,0
062711049,,67.04,,MARSEILLE,64,,,0
062711601,,64.41,,MARSEILLE,64,,,0
062713037,,52.6E,,MARSEILLE 13,64,,,0
062713714,,52.4V,,MARSEILLE,57,,,0
062713771,,81.21,,MARSEILLE,64,,,0
062713920,,81.21,,MARSEILLE,126,,,0
062714308,,67.05,,MARSEILLE,64,,,0
062714605,,69.11,,MARSEILLE,64,,,0
062714852,,52.4C,,MARSEILLE,64,,,0
062716154,,67.04,,MARSEILLE,64,,,0
062716576,,68.20B,,MARSEILLE,64,,,0
062716592,,64.23,,MARSEILLE,126,,,0
062716667,,67.04,,MARSEILLE,126,,,0
062716956,,67.04,,MARSEILLE,64,,,0
062718622,,64.23,,MARSEILLE,64,,,0
062719083,,55.60,,MARSEILLE,126,,,0
062719786,,64.11,,MARSEILLE,126,,,0
062719927,,19.3Z,,MARSEILLE,64,,,0
062721543,,00.97,,MARSEILLE,126,,,0
062722350,,52.4X,,MARSEILLE,64,,,0
062723796,,64.45,,MARSEILLE,126,,,0
062724323,,63.05,,MARSEILLE 8EME,126,,,0
062724422,,00.97,,MARSEILLE 8,126,,,0
062724752,,62.43,,MARSEILLE,126,,,0
062724927,,60.2N,,MARSEILLE,64,,,0
062725767,,52.4C,,MARSEILLE,64,,,0
062725825,,64.21,,MARSEILLE,64,,,0
062726468,,00.97,,MARSEILLE,126,,,0
062726583,,74.3A,,MARSEILLE,26,,,0
062727086,,64.24,,MARSEILLE,126,,,0
062800040,LOGISTYL PROVENCE BATIMENT,55.60,,MARSEILLE 7,126,,,0
062800073,LA MEDITERRANEE,64.30Z,,MARSEILLE,126,,,0
062800164,IMMOBIL DU PARC S A,00.97,,MARSEILLE 13,126,,,0
062800537,SUD ENTRETIEN TECHNIQUE,64.24,,MARSEILLE,126,,,0
062801006,PUCCINI ET CIE,00.97,,MARSEILLE 2,126,,,0
062801261,IMMOBILIERE JAMES ROSA,66.19A,,MARSEILLE 1,64,,,0
062801261,IMMOBILIERE JAMES ROSA,66.19A,,AIX-EN-PROVENCE,64,,,0
062801386,OZAPLAN,18.12Z,,MARSEILLE 1,64,,,0
062801535,SOC TRAV FOURNIT MATER TRX PUB,55.60,,MARSEILLE 13,126,,,0
062801709,S O M E G E P,89.07,,MARSEILLE,64,,,0
062801758,TAMBUTET GILLIBERT MURIS BANAN,57.03,,MARSEILLE,64,,,0
062801808,SOCIETE LARA,00.97,,MARSEILLE 13,126,,,0
062801964,ETABLISSEMENTS SORIA ET COMPAGNIE,46.31Z,,MARSEILLE 14EME,64,,,0
062802384,SOCIETE DE PARTICIPATION ET D EXPANSION,68.10Z,1-2,MARSEILLE,64,,,0
062802475,SOC GEN RECHERCHE PROGRAMMAT,77.02,,MARSEILLE 7,126,,,0
062802715,STEAM,00.98,,MARSEILLE 1,126,,,0
062802905,BISCUITERIE DE LA MASSILIANE,15.8F,,MARSEILLE 11,64,,,0
062803424,LA CENTRALE D'HORLOGERIE,32.12Z,,MARSEILLE 6,18,,,0
062803978,VENDOME,00.97,,MARSEILLE 8,126,,,0
062804620,AGENC FONCTION EQUIP COMMERCE,64.21,,MARSEILLE,64,,,0
062804786,ETABLISSEMENTS A. BISACCIA,47.52B,,MARSEILLE 7,64,,,0
062805536,SCAMAC S A,00.97,,MARSEILLE 2,126,,,0
062805981,SYSTEME D VTE QUINCAILLERIE,64.22,,MARSEILLE 1,126,,,0
062806534,ETABLISSEMENTS J. OZIL ET L. PRADOURAT,00.97,,MARSEILLE 6,126,,,0
063501951,O.T.N.I. - ONET TECHNOLOGIES NUCLEAR INTERNATIONAL,71.12B,,MARSEILLE,63,,,0
063700843,,52.4N,,MARSEILLE,63,,,0
063702005,,67.04,,MARSEILLE,126,,,0
063702492,,52.4H,,MARSEILLE,63,,,0
063702724,,00.97,,MARSEILLE,126,,,0
063702914,,52.1B,,MARSEILLE,63,,,0
063704258,,87.03,,MARSEILLE,126,,,0
063704399,,62.43,,MARSEILLE,63,,,0
063704498,,62.43,,MARSEILLE 1,126,,,0
063705578,,64.43,,MARSEILLE 7,126,,,0
063705842,,00.97,,MARSEILLE 4EME,126,,,0
063706527,,62.43,,MARSEILLE,63,,,0
063707111,,00.98,,MARSEILLE,126,,,0
063707533,,00.10,,MARSEILLE,63,,,0
063707707,,58.12,,MARSEILLE,63,,,0
063708093,,62.11,,MARSEILLE,126,,,0
063708242,,00.97,,MARSEILLE,126,,,0
